id,price
193809,3644.96
193810,1836.4
193811,4210.55
193812,2393.49
193813,486.92
193814,3847.1
193815,758.86
193816,2408.59
193817,1777.85
193818,2210.1
193819,624.83
193820,3323.96
193821,6402.54
193822,2903.63
193823,4040.37
193824,826.63
193825,4185.14
193826,1033.91
193827,598.96
193828,782.07
193829,799.25
193830,525.06
193831,821.91
193832,4192.63
193833,1012.16
193834,1775.39
193835,3368.71
193836,5609.37
193837,1514.55
193838,3777.63
193839,2407.81
193840,1549.77
193841,1087.04
193842,1942.67
193843,1557.36
193844,5352.11
193845,4841.38
193846,3604.54
193847,2291.74
193848,2908.6
193849,833.54
193850,674.73
193851,3750.15
193852,8446.82
193853,4115.98
193854,4948.29
193855,10916.66
193856,512.44
193857,9469.7
193858,1031.28
193859,10802.42
193860,563.21
193861,1898.3
193862,8964.1
193863,3773.17
193864,825.42
193865,849.415
193866,1279.59
193867,506.12
193868,3523.97
193869,2004.78
193870,588.65
193871,1745.02
193872,6891.24
193873,4583.18
193874,1623.5
193875,915.09
193876,1262.76
193877,1698.4
193878,988.36
193879,6657.57
193880,852.3475
193881,2164.41
193882,759.1
193883,5335.1
193884,1864.57
193885,626.27
193886,1238.15
193887,1275.43
193888,833.37
193889,1773.17
193890,3124.86
193891,2756.2
193892,623.1
193893,1093.63
193894,3605.56
193895,860.13
193896,1094.62
193897,1905.8
193898,10483.73
193899,4699.83
193900,944.325
193901,3660.73
193902,2362.05
193903,7574.46
193904,1729.84
193905,1839.69
193906,612.33
193907,1450.5
193908,2258.96
193909,680.4525
193910,2207.77
193911,588.19
193912,3523.92
193913,2251.23
193914,4720.11
193915,4393.22
193916,4848.04
193917,3806.22
193918,583.8
193919,4345.61
193920,672.44
193921,546.19
193922,1540.4425
193923,874.29
193924,6563.56
193925,1492.04
193926,541.1
193927,2165.01
193928,990.94
193929,1724.46
193930,1958.09
193931,4504.2
193932,606.14
193933,1091.4
193934,1056.3
193935,804.48
193936,5749.26
193937,5951.22
193938,2623.31
193939,1750.53
193940,1029.55
193941,590.8
193942,10266.63
193943,754.28
193944,2036.19
193945,1213.26
193946,1313.44
193947,3891.79
193948,4486.13
193949,2025.7
193950,901.16
193951,3884.77
193952,9230.69
193953,6505.0
193954,929.1
193955,942.12
193956,655.88
193957,1003.84
193958,780.71
193959,3446.49
193960,2069.6
193961,1118.78
193962,1359.63
193963,1304.64
193964,11119.12
193965,793.66
193966,3541.25
193967,2769.22
193968,903.32
193969,993.93
193970,786.94
193971,7677.28
193972,732.53
193973,2769.6
193974,11097.24
193975,4814.29
193976,10279.32
193977,854.21
193978,1308.055
193979,4699.14
193980,5457.11
193981,5364.43
193982,2276.04
193983,1215.39
193984,3039.02
193985,2740.49
193986,1081.59
193987,1572.04
193988,6180.47
193989,2422.64
193990,9417.3
193991,888.16
193992,1445.7020000000002
193993,1624.0266666666666
193994,908.74
193995,5050.95
193996,933.95
193997,1250.85
193998,7751.77
193999,1919.51
194000,3138.52
194001,823.63
194002,1018.03
194003,566.58
194004,3518.86
194005,766.8
194006,877.59
194007,4632.5
194008,5707.92
194009,5441.12
194010,640.19
194011,2286.32
194012,677.72
194013,1522.49
194014,2295.95
194015,716.88
194016,4711.25
194017,3822.8
194018,1372.43
194019,616.72
194020,1666.15
194021,979.84
194022,965.12
194023,1068.23
194024,6314.52
194025,658.38
194026,1598.62
194027,965.48
194028,3271.47
194029,3721.99
194030,781.42
194031,10642.89
194032,2728.64
194033,990.62
194034,958.5333333333334
194035,966.91
194036,702.11
194037,588.15
194038,910.87
194039,1638.69
194040,4003.3
194041,8511.0
194042,3949.38
194043,909.17
194044,2616.32
194045,802.94
194046,4529.38
194047,2227.06
194048,3555.7
194049,5558.87
194050,3316.88
194051,6309.12
194052,1905.61
194053,2420.97
194054,8109.92
194055,1290.21
194056,4375.66
194057,5634.98
194058,2602.89
194059,5003.38
194060,3181.03
194061,2844.96
194062,892.0275
194063,615.59
194064,4025.46
194065,1235.34
194066,895.34
194067,4491.92
194068,7328.78
194069,943.22
194070,5200.23
194071,3492.02
194072,1718.57
194073,4488.74
194074,852.81
194075,4455.3
194076,2099.91
194077,10963.19
194078,2385.62
194079,613.97
194080,1007.03
194081,793.88
194082,5369.86
194083,3749.5
194084,3594.88
194085,3562.7
194086,4928.34
194087,834.58
194088,2730.24
194089,3693.16
194090,3064.9
194091,520.48
194092,1657.326
194093,893.7
194094,5709.78
194095,5455.01
194096,3703.84
194097,700.27
194098,4676.7
194099,4490.86
194100,10824.41
194101,828.77
194102,6264.15
194103,3856.74
194104,700.1033333333335
194105,4461.2
194106,7434.87
194107,596.56
194108,5464.85
194109,545.55
194110,1097.6
194111,6947.01
194112,454.56
194113,1099.48
194114,5884.3
194115,7385.29
194116,4586.93
194117,998.63
194118,10329.95
194119,786.44
194120,2625.9
194121,4290.74
194122,10071.39
194123,8832.41
194124,4951.74
194125,6955.66
194126,969.73
194127,2191.25
194128,1047.57
194129,3852.3
194130,4320.11
194131,567.246
194132,1802.18
194133,661.49
194134,650.38
194135,480.04666666666674
194136,1799.76
194137,4486.85
194138,3043.68
194139,4103.38
194140,829.7
194141,4610.44
194142,4996.57
194143,9211.56
194144,3753.45
194145,1551.18
194146,7799.27
194147,10617.73
194148,2068.32
194149,1284.52
194150,8626.38
194151,964.42
194152,2448.11
194153,6614.01
194154,766.86
194155,4374.99
194156,1643.1
194157,5055.24
194158,3070.08
194159,2625.49
194160,4806.54
194161,1026.42
194162,793.13
194163,855.0
194164,1570.92
194165,5273.42
194166,600.76
194167,934.35
194168,954.93
194169,2188.89
194170,960.07
194171,1199.71
194172,752.63
194173,10645.25
194174,800.49
194175,699.55
194176,1279.56
194177,1509.71
194178,8447.89
194179,654.5
194180,811.39
194181,1657.34
194182,6282.52
194183,1667.47
194184,775.1
194185,6814.66
194186,992.57
194187,2290.41
194188,1922.89
194189,1707.17
194190,1885.87
194191,841.47
194192,4260.69
194193,1616.58
194194,581.39
194195,1015.885
194196,3228.08
194197,744.94
194198,3703.74
194199,4890.44
194200,3929.51
194201,818.39
194202,1578.15
194203,973.25
194204,1095.67
194205,2753.01
194206,3604.51
194207,683.44
194208,4172.59
194209,2207.04
194210,3185.48
194211,2586.91
194212,8108.9
194213,3104.76
194214,2813.64
194215,903.26
194216,2582.64
194217,4295.77
194218,4006.76
194219,980.36
194220,2772.007
194221,3790.51
194222,588.12
194223,5556.96
194224,3002.54
194225,7581.84
194226,1136.92
194227,2686.01
194228,3133.58
194229,805.87
194230,1641.696666666667
194231,5090.25
194232,2637.36
194233,687.2
194234,493.4
194235,2638.91
194236,879.89
194237,590.58
194238,602.67
194239,2232.37
194240,3641.42
194241,4516.33
194242,1181.02
194243,3688.67
194244,445.61
194245,1965.27
194246,5844.25
194247,723.32
194248,7369.15
194249,1093.15
194250,7884.35
194251,8825.91
194252,3007.57
194253,1088.6258333333335
194254,3086.13
194255,632.3
194256,3664.03
194257,3617.53
194258,6498.37
194259,2085.75
194260,6465.48
194261,790.74
194262,670.97
194263,4052.93
194264,923.58
194265,2969.45
194266,3892.15
194267,4353.94
194268,4474.73
194269,695.43
194270,8377.08
194271,751.5433333333333
194272,433.59
194273,4143.8
194274,9533.06
194275,988.23
194276,364.23
194277,2084.27
194278,8022.24
194279,10917.27
194280,11308.89
194281,4503.87
194282,735.27
194283,884.8
194284,771.88
194285,1863.9658333333332
194286,1263.83
194287,4109.92
194288,1295.96
194289,1800.47
194290,7301.95
194291,747.09
194292,7982.82
194293,9588.765
194294,731.35
194295,918.93
194296,1877.04
194297,1288.7
194298,2558.85
194299,737.55
194300,3337.75
194301,5440.29
194302,2018.81
194303,1577.1
194304,1317.47
194305,642.71
194306,587.6833333333334
194307,841.4
194308,1091.11
194309,2937.52
194310,2536.02
194311,555.79
194312,3833.6825
194313,11576.37
194314,846.01
194315,669.1
194316,2867.81
194317,888.96
194318,6651.68
194319,804.77
194320,11161.98
194321,816.51
194322,711.28
194323,6706.15
194324,4470.56
194325,4446.1
194326,1699.93
194327,2036.6
194328,5645.22
194329,1487.81
194330,1036.5
194331,2074.45
194332,2840.35
194333,4970.74
194334,975.71
194335,10998.87
194336,1665.48
194337,1859.17
194338,2031.81
194339,4426.34
194340,445.27
194341,5523.87
194342,2825.48
194343,10014.48
194344,1879.29
194345,2258.47
194346,1397.4
194347,7966.58
194348,2784.54
194349,1116.15
194350,2222.39
194351,6519.28
194352,829.78
194353,7426.88
194354,2500.93
194355,2476.23
194356,2432.96
194357,2630.15
194358,816.11
194359,7390.96
194360,1040.21
194361,627.72
194362,622.16
194363,7226.78
194364,11392.66
194365,4566.63
194366,3047.81
194367,8143.67
194368,9376.63
194369,2959.33
194370,1194.5266666666666
194371,650.24
194372,447.19
194373,2065.69
194374,640.1
194375,10968.04
194376,7828.99
194377,793.59
194378,860.4
194379,386.82333333333327
194380,11060.16
194381,916.27
194382,1736.68
194383,3514.79
194384,1073.94
194385,725.36
194386,1543.05
194387,3352.39
194388,2146.23
194389,623.03
194390,2127.19
194391,641.22
194392,8806.95
194393,523.16
194394,913.33
194395,1705.09
194396,2076.2775
194397,1309.92
194398,483.14
194399,854.0483333333334
194400,2251.3
194401,4711.3
194402,7135.85
194403,3209.72
194404,1463.47
194405,10612.49
194406,5152.25
194407,481.09
194408,8382.06
194409,3588.42
194410,3582.12
194411,531.76
194412,10729.97
194413,1564.84
194414,6192.11
194415,3381.89
194416,6936.53
194417,1881.29
194418,2919.75
194419,1266.38
194420,4173.0
194421,4308.66
194422,3262.82
194423,4015.19
194424,449.04
194425,2589.02
194426,5749.98
194427,3599.81
194428,5949.97
194429,772.67
194430,1299.21
194431,806.38
194432,1017.32
194433,1022.67
194434,1569.93
194435,5637.38
194436,2419.73
194437,1757.95
194438,1726.88
194439,8270.44
194440,3541.97
194441,2389.61
194442,1961.67
194443,3283.12
194444,3964.8
194445,4146.13
194446,4252.73
194447,1537.85
194448,7206.27
194449,4437.3
194450,2079.35
194451,3541.72
194452,10418.55
194453,572.03
194454,656.67
194455,1698.93
194456,1510.81
194457,720.4616666666667
194458,2552.54
194459,3285.41
194460,629.17
194461,6370.99
194462,4536.47
194463,468.06
194464,577.44
194465,4426.14
194466,1778.91
194467,4629.16
194468,855.31
194469,2804.4
194470,11409.16
194471,1234.15
194472,918.51
194473,6934.12
194474,3383.74
194475,560.28
194476,3522.96
194477,2006.43
194478,10632.56
194479,920.7042857142858
194480,3271.79
194481,905.35
194482,1696.0606666666665
194483,917.92
194484,1683.0
194485,1855.54
194486,408.46
194487,644.19
194488,595.94
194489,887.2816666666668
194490,4976.82
194491,4231.08
194492,4493.22
194493,7470.18
194494,4399.54
194495,685.65
194496,6812.72
194497,1644.0
194498,910.24
194499,695.5
194500,797.9
194501,556.52
194502,4792.15
194503,718.95
194504,8344.25
194505,9990.84
194506,952.22
194507,10941.49
194508,11029.11
194509,2582.08
194510,2892.09
194511,8350.17
194512,2101.22
194513,10791.41
194514,440.57
194515,539.408
194516,2058.205
194517,1838.64
194518,1741.7
194519,1262.16
194520,10243.0
194521,1200.86
194522,963.15
194523,550.34
194524,2974.13
194525,4771.16
194526,2284.3
194527,4232.86
194528,628.67
194529,864.69
194530,3334.47
194531,1140.72
194532,2991.53
194533,9032.95
194534,7393.38
194535,4494.16
194536,4763.86
194537,784.0533333333333
194538,4498.93
194539,5407.02
194540,1139.09
194541,891.4094047619047
194542,4678.58
194543,2780.69
194544,804.0
194545,3400.27
194546,1004.92
194547,7176.51
194548,1967.28
194549,571.59
194550,729.78
194551,2261.25
194552,4397.64
194553,1487.04
194554,1241.57
194555,605.4
194556,4442.53
194557,1048.64
194558,3827.41
194559,4227.67
194560,6850.26
194561,851.64
194562,831.42
194563,587.83
194564,2557.67
194565,9976.48
194566,5298.1
194567,3629.32
194568,5001.19
194569,4151.35
194570,8656.35
194571,1211.6
194572,756.9275
194573,479.17
194574,4081.35
194575,3787.33
194576,1447.54
194577,3557.1
194578,597.97
194579,944.32
194580,4448.68
194581,1537.44
194582,1264.44
194583,4637.82
194584,7296.97
194585,10129.61
194586,3093.17
194587,691.87
194588,5741.5
194589,1801.1910000000003
194590,3044.83
194591,7490.86
194592,7171.21
194593,790.73
194594,488.5825
194595,9601.03
194596,894.77
194597,4669.11
194598,2012.9
194599,7992.43
194600,650.97
194601,2113.41
194602,1626.62
194603,5045.36
194604,3858.69
194605,5819.31
194606,10950.53
194607,684.39
194608,1095.758
194609,639.77
194610,1236.8
194611,3836.15
194612,2318.86
194613,10336.82
194614,962.18
194615,3640.05
194616,10140.15
194617,969.96
194618,2873.54
194619,6554.42
194620,2204.5
194621,1675.64
194622,1867.0
194623,3128.71
194624,3922.11
194625,1456.88
194626,649.28
194627,6294.17
194628,2918.285
194629,4118.76
194630,2985.28
194631,2398.59
194632,5613.03
194633,637.05
194634,887.92
194635,6593.62
194636,1132.58
194637,390.74
194638,1320.91
194639,804.27
194640,787.78
194641,699.285
194642,4021.02
194643,738.95
194644,11118.4
194645,876.75
194646,2181.42
194647,9696.08
194648,1668.26
194649,1983.05
194650,683.71
194651,7284.18
194652,1740.78
194653,589.41
194654,4304.57
194655,676.04
194656,709.61
194657,668.05
194658,3839.64
194659,4139.14
194660,10362.46
194661,2317.16
194662,681.41
194663,3438.01
194664,10048.03
194665,518.02
194666,687.2
194667,569.87
194668,1736.15
194669,494.2
194670,2309.73
194671,3607.58
194672,886.47
194673,1538.54
194674,8585.26
194675,6110.29
194676,8957.28
194677,7434.0
194678,4420.27
194679,4387.46
194680,1655.65
194681,1218.51
194682,1239.53
194683,1869.09
194684,769.2
194685,4251.86
194686,4257.05
194687,4322.28
194688,1013.76
194689,5037.45
194690,1523.7
194691,832.71
194692,4112.39
194693,986.65
194694,2959.4285714285716
194695,4575.95
194696,4020.57
194697,972.94
194698,4344.73
194699,967.44
194700,4850.85
194701,1945.75
194702,668.92
194703,2640.473333333334
194704,2920.25
194705,7305.92
194706,1837.67
194707,985.17
194708,1677.6875
194709,1085.06
194710,1091.81
194711,9490.92
194712,893.14
194713,1601.21
194714,848.9794999999999
194715,741.87
194716,2636.47
194717,660.65
194718,2057.15
194719,800.25
194720,4514.87
194721,2310.85
194722,10959.56
194723,2394.89
194724,7070.56
194725,2665.24
194726,774.96
194727,1967.18
194728,827.8
194729,1735.26
194730,1479.94
194731,2483.19
194732,911.93
194733,2807.54
194734,2095.56
194735,1544.64
194736,4403.58
194737,875.64
194738,2991.5975
194739,747.34
194740,1153.48
194741,819.63
194742,2254.63
194743,783.4593333333333
194744,629.65
194745,587.07
194746,6931.59
194747,805.44
194748,1073.73
194749,4465.4
194750,4621.34
194751,6752.53
194752,598.27
194753,4469.21
194754,605.98
194755,2245.67
194756,9664.02
194757,2320.52
194758,4607.28
194759,535.88
194760,3253.3
194761,5600.75
194762,817.065
194763,580.7
194764,4284.56
194765,3206.55
194766,4769.7
194767,5702.42
194768,3568.87
194769,664.7
194770,2717.58
194771,571.61
194772,3483.62
194773,1900.17
194774,4004.12
194775,1589.305
194776,7898.38
194777,7796.81
194778,734.53
194779,710.87
194780,2078.82
194781,690.37
194782,4483.77
194783,3482.17
194784,2010.45
194785,1790.16
194786,4512.11
194787,643.23
194788,1165.25
194789,2064.1
194790,2233.11
194791,583.48
194792,10475.33
194793,988.88
194794,4050.31
194795,11242.87
194796,5435.01
194797,4752.42
194798,1862.94
194799,673.14
194800,3256.8
194801,4834.07
194802,5610.57
194803,4426.72
194804,641.24
194805,7604.5
194806,2686.25
194807,1376.38
194808,2922.74
194809,3055.13
194810,1487.45
194811,3644.86
194812,1416.72
194813,605.38
194814,7771.62
194815,3867.06
194816,11438.34
194817,4225.3
194818,2215.37
194819,660.79
194820,7588.64
194821,9441.68
194822,5977.03
194823,4321.54
194824,4026.2
194825,900.82
194826,2517.255
194827,3591.87
194828,634.3
194829,6494.51
194830,1689.27
194831,696.7
194832,1650.37
194833,8881.28
194834,675.37
194835,4381.33
194836,3849.59
194837,1847.91
194838,11347.63
194839,1187.54
194840,10023.87
194841,1983.59
194842,604.23
194843,778.684
194844,458.83
194845,4594.31
194846,2558.7
194847,5002.69
194848,10499.71
194849,11216.59
194850,3572.51
194851,3040.51
194852,592.46
194853,7726.66
194854,634.95
194855,2073.99
194856,3755.29
194857,598.05
194858,2335.81
194859,10467.46
194860,1012.3
194861,744.21
194862,2100.45
194863,4751.68
194864,556.93
194865,1909.78
194866,579.69
194867,1704.95
194868,8212.81
194869,949.72
194870,4039.49
194871,4511.37
194872,1322.61
194873,5264.8
194874,9435.85
194875,792.49
194876,8796.95
194877,894.65
194878,601.88
194879,3006.17
194880,1552.46
194881,584.765
194882,2202.24
194883,1989.15
194884,959.4491666666668
194885,9893.48
194886,2042.08
194887,1008.83
194888,2132.67
194889,1594.1
194890,10213.44
194891,919.42
194892,657.6852500000001
194893,917.36
194894,1126.9
194895,1948.63
194896,1477.26
194897,1192.85
194898,4556.29
194899,2418.73
194900,3448.65
194901,1286.04
194902,867.3133333333333
194903,1210.04
194904,1207.49
194905,654.4033333333333
194906,458.57
194907,2539.13
194908,1030.86
194909,7598.91
194910,8890.14
194911,4202.71
194912,1479.16
194913,3873.85
194914,1269.85
194915,1072.2
194916,3390.06
194917,6600.62
194918,1082.33
194919,4537.83
194920,650.14
194921,718.96
194922,1703.71
194923,998.5
194924,5954.09
194925,1971.5
194926,4280.85
194927,2598.18
194928,1221.55
194929,1080.29
194930,1588.87
194931,2201.09
194932,2008.68
194933,7271.98
194934,2134.16
194935,5687.41
194936,1395.0
194937,6355.17
194938,10510.52
194939,10372.95
194940,2194.81
194941,790.1341666666667
194942,4319.84
194943,1215.1
194944,7490.65
194945,1623.8375
194946,1831.37
194947,4570.44
194948,596.23
194949,571.1952380952382
194950,4940.63
194951,1173.37
194952,1679.99
194953,3672.29
194954,527.1316666666667
194955,861.78
194956,2361.23
194957,2580.59
194958,1659.2
194959,5031.79
194960,7192.7
194961,2904.4
194962,6489.69
194963,9569.2
194964,1092.62
194965,3824.27
194966,1482.86
194967,3216.43
194968,1281.87
194969,1053.67
194970,4307.43
194971,538.06
194972,2143.98
194973,7746.3
194974,4946.56
194975,1337.33
194976,10532.97
194977,4388.2
194978,7472.97
194979,4073.36
194980,569.7
194981,741.81
194982,557.19
194983,3118.48
194984,4451.04
194985,2652.23
194986,655.8
194987,2139.57
194988,3506.7
194989,911.7
194990,9589.95
194991,918.62
194992,4686.15
194993,3458.28
194994,874.3766666666666
194995,7080.54
194996,1686.59
194997,3315.0
194998,1892.29
194999,1019.86
195000,676.4333333333334
195001,8980.09
195002,6558.65
195003,591.11
195004,733.71
195005,927.89
195006,1226.71
195007,626.23
195008,6194.79
195009,3628.67
195010,439.73
195011,2381.84
195012,622.28
195013,9999.14
195014,695.89
195015,3058.78
195016,2263.63
195017,3819.78
195018,4672.93
195019,1993.27
195020,2858.41
195021,1055.08
195022,580.86
195023,4804.47
195024,2145.68
195025,4367.25
195026,1026.23
195027,9692.55
195028,6046.73
195029,1170.86
195030,4041.04
195031,575.13
195032,949.76
195033,707.55
195034,2422.1
195035,986.9133333333333
195036,9846.93
195037,442.43
195038,10198.53
195039,796.95
195040,5582.16
195041,782.24
195042,933.08
195043,791.47
195044,887.34
195045,6516.41
195046,574.52
195047,1778.2
195048,932.0
195049,523.35
195050,690.2
195051,640.37
195052,634.85
195053,1620.28
195054,7646.08
195055,1038.16
195056,4083.56
195057,1079.65
195058,2784.31
195059,5357.7
195060,2813.1683333333335
195061,811.735
195062,1008.98
195063,874.24
195064,5351.41
195065,1163.88
195066,4647.79
195067,3049.66
195068,1301.34
195069,10791.38
195070,2840.92
195071,637.89
195072,4809.86
195073,5009.25
195074,1850.95
195075,10826.29
195076,478.53
195077,2788.5
195078,955.7
195079,4005.84
195080,926.57
195081,2366.74
195082,7981.05
195083,997.29
195084,581.69
195085,2069.73
195086,660.5733333333334
195087,1792.37
195088,3843.35
195089,791.449
195090,853.795
195091,1956.17
195092,7767.54
195093,1742.37
195094,498.16
195095,2577.49
195096,1779.74
195097,950.064
195098,890.31
195099,590.63
195100,10008.8
195101,1091.38
195102,1186.64
195103,466.68
195104,2520.19
195105,629.33
195106,820.45
195107,1251.22
195108,730.94
195109,5669.56
195110,2644.48
195111,4699.44
195112,4675.9
195113,1184.79
195114,1438.14
195115,817.73
195116,8953.94
195117,1875.77
195118,2431.33
195119,4742.14
195120,6029.13
195121,1050.51
195122,7772.71
195123,890.625
195124,1904.26
195125,629.11
195126,820.18
195127,2209.99
195128,846.26
195129,1035.46
195130,7967.35
195131,2161.11
195132,827.39
195133,3205.63
195134,4593.68
195135,863.88
195136,2181.22
195137,1742.53
195138,558.54
195139,1246.63
195140,2152.09
195141,2203.38
195142,1734.37
195143,1474.24
195144,713.1
195145,4772.15
195146,1200.85
195147,724.78
195148,560.73
195149,795.4225
195150,694.805
195151,884.46
195152,968.85
195153,939.37
195154,2166.75
195155,978.542142857143
195156,2856.44
195157,987.11
195158,2035.83
195159,1240.13
195160,6192.0
195161,10874.9
195162,2846.16
195163,498.76
195164,3228.35
195165,1960.31
195166,4812.6
195167,487.47
195168,3550.1
195169,873.82
195170,3676.66
195171,948.07
195172,5933.68
195173,9974.44
195174,1784.06
195175,3188.28
195176,5163.51
195177,838.09
195178,4039.31
195179,1885.4
195180,2241.44
195181,1801.17
195182,1503.94
195183,1207.41
195184,2298.48
195185,5868.78
195186,6958.6
195187,1515.31
195188,4473.67
195189,2951.4
195190,750.05
195191,612.91
195192,4942.45
195193,1583.87
195194,1980.93
195195,3224.58
195196,1555.36
195197,10253.95
195198,1003.98
195199,3645.1
195200,630.98
195201,1645.4333333333332
195202,3468.41
195203,4240.33
195204,9397.51
195205,8976.1
195206,2919.09
195207,701.28
195208,1012.67
195209,668.92
195210,11252.22
195211,1082.54
195212,2297.65
195213,7346.79
195214,452.75
195215,2210.02
195216,661.77
195217,3812.86
195218,917.4
195219,1512.605
195220,3735.35
195221,4524.21
195222,608.29
195223,659.59
195224,575.5033333333333
195225,507.1
195226,9191.06
195227,2240.21
195228,3586.05
195229,812.17
195230,8467.17
195231,2249.36
195232,483.84
195233,409.94
195234,6247.97
195235,4067.8
195236,1110.89
195237,11206.47
195238,6166.07
195239,1874.5
195240,4271.07
195241,1938.96
195242,1032.81
195243,808.618
195244,3031.71
195245,1724.5
195246,9477.52
195247,1121.96
195248,1731.96
195249,2074.67
195250,2314.49
195251,665.14
195252,4940.56
195253,1539.78
195254,624.28
195255,6207.99
195256,4065.34
195257,10558.24
195258,776.79
195259,7787.98
195260,10191.12
195261,2372.43
195262,1089.54
195263,10601.88
195264,623.23
195265,10887.33
195266,4716.99
195267,8984.46
195268,708.29
195269,4543.14
195270,7522.81
195271,1982.16
195272,2989.46
195273,7423.56
195274,3335.11
195275,689.13
195276,10962.42
195277,833.39
195278,1665.25
195279,773.88
195280,7502.16
195281,2211.92
195282,4837.46
195283,630.59
195284,9295.93
195285,10739.2
195286,4233.23
195287,913.89
195288,620.49
195289,6058.4
195290,1710.79
195291,4287.76
195292,802.69
195293,615.22
195294,600.13
195295,4999.27
195296,647.87
195297,1200.34
195298,517.8
195299,2761.53
195300,2514.71
195301,578.95
195302,905.54
195303,2489.65
195304,1423.98
195305,5302.85
195306,3232.04
195307,928.2
195308,456.73
195309,607.27
195310,7133.73
195311,1284.15
195312,4017.68
195313,4877.47
195314,1360.15
195315,9573.64
195316,10855.94
195317,838.99
195318,2677.22
195319,1893.43
195320,650.03
195321,2385.68
195322,3976.79
195323,2975.05
195324,2263.6
195325,6426.2
195326,479.46
195327,3654.64
195328,893.64
195329,3347.46
195330,2543.24
195331,1325.88
195332,5402.28
195333,2008.54
195334,1154.86
195335,1705.27
195336,4003.47
195337,570.98
195338,1179.2
195339,3822.58
195340,1207.39
195341,11025.89
195342,2199.55
195343,1098.45
195344,1089.99
195345,1450.58
195346,683.24
195347,10794.24
195348,6299.72
195349,861.19
195350,5701.52
195351,2264.6
195352,3928.97
195353,10111.77
195354,1047.1
195355,3449.2
195356,5749.14
195357,795.08
195358,3054.64
195359,884.89
195360,1902.24
